I II V1 V2 V3 V4 V5 V6
0 4 14 58 37 30 20 20
1 5 14 59 38 30 21 20
2 6 13 58 38 30 22 19
2 6 13 58 38 31 23 20
1 7 12 57 38 32 23 21
2 7 12 58 38 33 23 21
3 8 11 58 38 33 23 21
3 8 11 59 40 35 24 21
3 8 11 60 42 36 24 22
3 8 11 61 43 37 25 22
3 9 12 62 44 38 27 22
4 10 11 62 44 38 26 22
5 11 10 60 43 38 26 22
5 12 10 60 43 39 26 22
5 12 10 61 44 40 27 23
4 12 10 62 45 42 28 23
4 13 9 62 46 44 29 24
5 14 8 59 46 44 29 24
5 14 8 58 46 44 29 24
6 14 8 57 46 44 29 24
8 15 7 55 47 44 29 24
8 16 7 54 48 45 31 24
7 16 7 53 48 46 31 24
5 17 6 51 49 46 30 24
6 17 5 49 49 46 32 25
7 18 5 47 48 47 32 25
7 19 5 47 49 48 33 25
7 20 4 46 49 49 33 26
7 17 6 46 51 50 34 27
8 17 6 44 51 49 34 27
8 16 7 45 53 51 36 28
8 15 7 43 53 52 36 28
8 14 6 40 52 51 35 29
7 13 6 39 52 51 37 30
8 13 6 37 51 51 38 30
9 12 6 36 50 51 39 31
10 11 6 34 50 52 39 32
10 10 6 32 49 51 38 32
9 7 6 30 48 50 38 32
8 5 6 29 48 49 39 33
8 4 7 28 48 48 39 33
7 2 7 26 45 47 38 33
6 -2 8 24 44 45 37 32
7 -4 8 22 42 43 37 32
8 -4 9 20 40 42 37 32
6 -5 10 18 38 40 37 32
4 -7 11 16 37 39 35 32
2 -10 12 16 36 38 35 33
-2 -13 13 16 36 36 35 33
-4 -14 13 15 35 34 35 33
-4 -14 13 13 33 33 33 31
-5 -14 13 11 32 32 32 30
-7 -14 14 9 31 30 31 29
-8 -15 14 6 29 28 29 28
-9 -15 14 4 27 27 28 27
-9 -15 15 2 25 25 28 27
-12 -17 15 2 25 24 27 27
-16 -19 15 1 24 23 26 26
-16 -18 16 0 23 22 25 26
-13 -16 16 -2 22 22 25 25
-12 -17 16 -4 22 20 23 24
-14 -18 16 -5 21 17 21 23
-14 -18 16 -7 20 16 21 22
-13 -18 17 -8 19 16 21 22
-14 -19 16 -11 18 15 20 22
-14 -20 16 -11 18 15 20 22
-14 -20 16 -10 17 15 19 21
-13 -20 16 -9 16 14 18 21
-12 -21 16 -9 16 13 18 21
-12 -21 15 -9 16 13 18 20
-12 -21 16 -9 16 12 17 19
-13 -21 17 -9 16 12 17 19
-13 -22 17 -10 15 11 16 18
-14 -22 17 -10 15 11 17 19
-14 -21 16 -9 15 10 17 19
-13 -21 16 -9 13 10 16 18
-13 -21 16 -9 13 9 15 18
-12 -21 15 -9 12 8 14 17
-11 -20 16 -8 13 9 14 18
-11 -20 16 -8 13 9 14 18
-12 -20 16 -8 12 8 13 17
-12 -20 15 -8 12 7 13 16
-12 -20 15 -8 12 6 12 15
-11 -20 14 -9 11 5 12 14
-13 -22 14 -9 10 5 11 14
-14 -22 14 -9 10 4 10 14
-14 -22 14 -9 11 4 10 14
-13 -21 14 -8 11 5 11 15
-12 -21 14 -8 9 5 10 14
-12 -20 14 -8 10 5 11 14
-12 -20 15 -7 11 5 11 14
-11 -19 14 -7 11 5 10 14
-11 -19 14 -7 11 5 10 14
-12 -20 13 -7 11 5 11 14
-13 -21 14 -6 11 6 11 14
-12 -21 13 -7 10 5 10 13
-12 -20 14 -6 10 5 10 14
-11 -20 14 -6 10 5 10 14
-12 -21 14 -6 10 5 10 13
-12 -21 13 -5 10 4 9 12
-11 -20 13 -4 11 5 9 13
-11 -19 12 -4 11 5 9 13
-11 -19 12 -4 11 5 10 12
-11 -19 12 -5 10 4 9 12
-10 -18 12 -5 10 5 9 12
-10 -18 13 -4 11 6 9 13
-10 -17 12 -5 10 5 9 13
-10 -18 12 -4 11 6 10 13
-11 -18 11 -4 11 6 10 12
-11 -18 11 -4 11 6 9 12
-11 -18 11 -4 11 6 9 12
-11 -18 11 -3 11 6 9 12
-11 -17 11 -3 11 5 9 12
-11 -18 11 -4 11 6 9 12
-11 -18 11 -4 10 6 9 12
-10 -17 10 -5 9 5 8 12
-9 -17 10 -5 9 5 9 12
-9 -17 9 -4 9 5 9 12
-9 -17 9 -4 9 6 8 11
-10 -17 8 -4 9 6 7 11
-9 -17 8 -4 9 6 7 11
-8 -17 9 -3 10 6 9 13
-8 -17 10 -3 11 6 10 14
-8 -16 9 -4 8 5 9 12
-8 -15 9 -5 8 5 9 12
-8 -15 8 -5 8 5 9 11
-9 -15 8 -5 8 5 9 11
-9 -16 8 -4 8 6 10 11
-9 -16 8 -4 8 6 9 11
-7 -16 7 -4 7 4 7 10
-6 -16 7 -4 7 4 7 11
-7 -15 7 -3 7 4 7 10
-8 -16 7 -4 7 4 8 10
-8 -16 7 -4 6 4 7 9
-7 -16 7 -4 7 4 7 10
-7 -15 7 -4 7 4 7 10
-7 -15 7 -4 7 3 7 10
-8 -15 7 -4 6 3 7 9
-9 -15 7 -4 5 3 6 8
-9 -15 7 -3 5 3 5 8
-9 -16 8 -2 6 3 5 8
-10 -17 6 -4 4 1 4 7
-10 -18 5 -4 3 1 5 7
-9 -17 5 -4 4 1 5 8
-8 -15 6 -3 6 2 6 9
-8 -14 6 -3 6 2 6 9
-7 -14 6 -3 5 2 5 8
-5 -14 6 -3 4 1 5 8
-5 -13 7 -3 4 2 6 9
-6 -13 7 -2 4 1 6 8
-6 -13 7 -2 4 1 4 8
-5 -13 7 -2 4 1 4 8
-5 -13 6 -3 3 0 4 8
-7 -15 5 -4 2 -2 3 6
-10 -17 4 -5 1 -3 2 4
-10 -17 4 -6 0 -4 1 4
-9 -16 4 -5 0 -4 1 5
-8 -15 3 -6 -2 -4 0 4
-8 -16 3 -5 -2 -4 1 5
-8 -16 3 -4 0 -4 1 5
-7 -15 3 -4 1 -3 1 5
-7 -14 3 -3 2 -2 2 6
-7 -14 4 -2 2 0 3 6
-7 -12 4 -2 1 -2 3 6
-6 -11 5 -2 2 0 3 6
-5 -9 4 -3 3 -2 3 6
-5 -7 3 -2 4 1 4 7
-5 -6 4 1 6 3 6 8
-5 -6 4 2 6 3 7 9
-6 -7 4 2 6 3 6 9
-6 -7 6 3 7 3 5 8
-5 -6 8 4 7 3 5 8
-5 -6 10 5 8 3 5 8
-6 -5 11 5 7 3 4 7
-6 -5 12 5 7 3 4 7
-5 -4 12 6 8 3 4 7
-5 -3 13 8 9 5 5 8
-5 0 12 8 9 5 5 8
-5 1 12 8 9 5 6 9
-4 2 9 7 9 5 5 9
-3 3 6 5 8 5 6 9
-2 5 3 4 7 5 7 10
0 7 -2 2 6 3 6 10
0 7 -5 -2 4 2 5 9
0 6 -7 -4 2 1 5 9
-2 4 -9 -5 1 1 5 9
-2 2 -9 -5 0 -2 4 9
0 2 -9 -4 1 -2 5 9
1 4 -10 -5 0 -2 4 9
1 4 -10 -4 0 -2 4 9
0 3 -9 -3 2 0 5 10
0 2 -9 -3 1 0 5 9
1 2 -9 -3 1 1 5 9
2 2 -9 -4 -2 0 4 8
1 1 -7 -2 0 0 5 9
1 0 -7 -2 0 -2 5 9
1 1 -6 0 0 0 5 10
0 1 -5 0 -2 -3 5 10
-2 -2 -5 -2 -4 -5 2 7
-4 -4 -3 -3 -5 -6 -2 5
-5 -6 -2 -3 -6 -8 -3 3
-5 -7 0 -3 -7 -10 -5 1
-5 -7 0 -4 -8 -10 -6 0
-5 -7 -2 -5 -8 -11 -6 1
-5 -7 -2 -5 -9 -11 -6 1
-5 -8 -2 -5 -9 -11 -7 0
-5 -10 0 -4 -9 -11 -7 -2
-5 -11 0 -3 -9 -12 -8 -2
-5 -11 0 -3 -9 -12 -8 -2
-5 -11 0 -3 -9 -13 -10 -3
